Date,Symbol,Open,High,Low,Close,Volume,RSI,MACD,MA20,Volatility,SentimentScore,AnomalyFlag,Label
1995-05-17,AAPL,131.63,132.9,127.94,129.24,3335812,48.89,0.5293,129.32,0.0129,-0.382,0,HOLD
1995-05-18,INFY.NS,124.52,128.58,122.33,127.17,1048638,41.29,-0.6021,129.23,0.0017,-1.0,0,SELL
1995-05-19,INFY.NS,126.06,127.72,125.77,127.21,2583698,41.75,2.6908,128.91,0.0085,1.0,0,HOLD
1995-05-22,TSLA,132.6,133.98,130.79,131.49,2140958,56.46,-1.2143,128.82,0.0149,-0.619,0,HOLD
1995-05-23,RELIANCE.NS,130.14,130.71,128.36,129.1,2740426,42.3,0.0836,128.49,0.0092,-0.469,0,HOLD
1995-05-24,AAPL,127.78,129.53,127.12,129.08,4364424,51.37,-3.0321,128.45,0.0361,-0.197,0,HOLD
1995-05-25,NVDA,128.08,128.43,125.69,128.12,3379417,50.6,2.6399,128.16,0.0191,1.0,0,BUY
1995-05-26,NVDA,130.22,130.53,128.4,129.51,4907688,33.42,2.2688,128.32,0.0067,0.041,0,BUY
1995-05-29,RELIANCE.NS,126.37,127.73,126.23,127.34,1620975,64.62,1.4102,128.29,0.0547,0.325,0,HOLD
1995-05-30,RELIANCE.NS,126.38,127.98,124.78,125.06,4393035,33.6,0.2273,128.25,0.0069,-1.0,0,SELL
1995-05-31,TSLA,128.78,129.63,125.77,127.1,4086101,65.67,-0.7783,128.17,0.0089,-0.537,0,SELL
1995-06-01,TSLA,131.22,132.52,128.93,129.79,4953014,55.96,-2.2643,128.4,0.0076,-1.0,0,SELL
1995-06-02,INFY.NS,125.9,127.02,124.54,126.78,3471147,66.52,0.9623,128.33,0.0681,0.42,0,HOLD
1995-06-05,NVDA,129.97,130.84,128.56,130.68,4100123,40.56,-2.5939,128.29,0.0214,-0.81,0,SELL
1995-06-06,NVDA,129.78,130.47,129.22,129.87,4231913,46.28,1.1329,128.5,0.0638,-0.155,0,BUY
1995-06-07,RELIANCE.NS,128.99,131.52,128.2,130.65,4512542,49.4,-0.3593,128.48,0.0354,0.237,1,HOLD
1995-06-08,TCS.NS,132.13,133.41,129.79,131.04,2773623,51.63,0.2164,128.67,0.0311,0.999,0,BUY
1995-06-09,NVDA,127.53,129.68,126.97,128.83,600789,49.57,-3.4211,128.76,0.0587,-0.852,0,SELL
1995-06-12,TCS.NS,132.14,133.19,131.11,131.73,2275611,70.8,2.4434,128.93,0.0143,1.0,0,BUY
1995-06-13,NVDA,125.77,126.81,125.47,126.44,341963,43.89,3.4151,128.81,0.037,0.402,0,HOLD
1995-06-14,INFY.NS,129.4,130.0,128.4,129.45,1969218,50.37,-1.0679,128.82,0.0103,0.358,0,HOLD
1995-06-15,RELIANCE.NS,130.99,133.02,130.57,131.97,3115941,51.37,-0.559,129.06,0.0275,-0.475,0,HOLD
1995-06-16,RELIANCE.NS,130.97,132.78,130.96,131.36,2445191,53.97,-3.8907,129.27,0.0377,0.226,0,HOLD
1995-06-19,NVDA,125.96,128.05,125.88,127.61,4206303,59.85,0.59,129.08,0.026,0.213,1,HOLD
1995-06-20,RELIANCE.NS,126.09,128.69,125.0,127.3,179279,60.68,-0.7389,128.99,0.1105,1.0,0,HOLD
1995-06-21,INFY.NS,130.29,130.4,129.17,129.37,2998655,60.18,-2.3932,129.0,0.0428,-1.0,0,HOLD
1995-06-22,TCS.NS,129.47,129.61,127.21,127.44,4464757,57.12,3.5923,128.97,0.0423,-0.58,0,HOLD
1995-06-23,NVDA,129.63,131.47,128.72,129.76,3902131,27.8,3.0282,128.98,0.0117,-0.709,0,HOLD
1995-06-26,TCS.NS,129.2,129.49,127.51,129.42,3504138,62.76,3.3402,129.08,0.0576,-1.0,0,BUY
1995-06-27,TCS.NS,131.66,133.78,131.16,132.35,748905,72.63,-1.9374,129.45,0.0078,-1.0,0,HOLD
1995-06-28,NVDA,128.63,131.43,127.98,128.97,1723832,56.31,-0.5651,129.54,0.0377,-1.0,0,SELL
1995-06-29,NVDA,125.64,126.59,125.54,126.17,3842288,70.17,-1.9999,129.36,0.0508,0.118,0,SELL
1995-06-30,RELIANCE.NS,129.12,131.93,128.74,131.09,1927705,33.56,3.2908,129.58,0.0096,-1.0,0,HOLD
1995-07-03,AAPL,128.06,128.06,126.59,127.53,3776320,37.01,-1.0099,129.42,0.05,-1.0,0,SELL
1995-07-04,AAPL,130.88,131.3,129.77,130.5,3731242,64.96,-1.1475,129.45,0.0312,-0.211,0,HOLD
1995-07-05,RELIANCE.NS,132.57,132.73,131.24,132.0,1446461,33.07,-2.5842,129.52,0.009,0.625,0,HOLD
1995-07-06,TCS.NS,133.98,134.98,132.82,133.99,3806218,31.29,-0.5711,129.66,0.0131,-0.728,0,SELL
1995-07-07,AAPL,130.06,130.44,129.15,129.4,3322899,38.89,0.2427,129.69,0.0067,-0.344,0,SELL
1995-07-10,AAPL,130.02,132.86,129.69,131.58,4545034,49.36,0.1833,129.69,0.0125,0.855,0,BUY
1995-07-11,TSLA,127.7,129.94,127.45,128.65,3637006,58.87,0.6132,129.8,0.0305,-0.471,0,HOLD
1995-07-12,INFY.NS,126.55,128.58,126.21,127.6,3158709,42.8,-2.0254,129.7,0.0069,-0.442,0,SELL
1995-07-13,TCS.NS,129.19,129.64,127.09,128.18,4722838,36.04,-1.6544,129.51,0.019,-0.441,0,SELL
1995-07-14,TSLA,126.38,127.13,125.35,126.86,4012604,61.31,-1.1979,129.29,0.0259,0.238,0,SELL
1995-07-17,AAPL,126.65,129.28,125.94,128.0,4371673,39.45,-4.0243,129.31,0.0054,-0.175,0,SELL
1995-07-18,AAPL,131.74,132.72,129.97,130.88,1853603,52.87,2.3814,129.49,0.0378,-1.0,0,BUY
1995-07-19,RELIANCE.NS,127.28,129.2,127.13,128.81,2769440,27.17,0.3664,129.46,0.0237,-0.112,0,SELL
1995-07-20,TSLA,134.32,136.99,133.92,134.07,1676743,50.32,0.6425,129.79,0.021,-0.423,0,HOLD
1995-07-21,INFY.NS,126.67,127.77,124.23,126.76,4602618,61.01,0.9049,129.64,0.0581,-0.083,0,HOLD
1995-07-24,NVDA,127.45,128.75,126.88,127.82,2980567,69.2,0.1883,129.56,0.0121,0.259,0,HOLD
1995-07-25,TSLA,134.15,135.01,132.25,133.33,4119774,36.63,0.3692,129.61,0.0731,-0.097,0,HOLD
1995-07-26,TSLA,129.26,131.74,127.85,129.61,2737729,35.38,-1.9947,129.64,0.0224,0.967,0,SELL
1995-07-27,TSLA,134.93,135.14,133.98,134.32,1194078,57.0,-1.0643,130.05,0.0079,0.733,0,HOLD
1995-07-28,INFY.NS,130.72,132.39,129.86,131.63,1320910,53.32,3.0486,130.08,0.0059,0.377,0,BUY
1995-07-31,AAPL,132.64,133.0,132.2,132.52,4631556,71.71,-0.1835,130.33,0.0385,0.89,0,BUY
1995-08-01,NVDA,127.44,129.21,126.06,127.92,3790651,53.57,-2.3054,130.2,0.0056,0.568,0,SELL
1995-08-02,RELIANCE.NS,131.56,132.71,131.15,131.27,834614,49.11,-1.6675,130.16,0.0011,0.756,0,HOLD
1995-08-03,AAPL,131.85,131.97,130.39,131.9,3089048,70.76,-1.7284,130.06,0.0175,-0.452,0,HOLD
1995-08-04,RELIANCE.NS,136.26,136.61,135.62,135.7,3750051,56.21,0.3647,130.37,0.0185,1.0,0,BUY
1995-08-07,NVDA,135.11,136.09,133.35,134.27,4084173,76.34,-1.5895,130.5,0.0699,0.345,0,HOLD
1995-08-08,TCS.NS,134.68,134.72,131.79,132.21,1031693,58.19,-1.4812,130.68,0.0639,0.207,0,HOLD
1995-08-09,RELIANCE.NS,134.82,136.91,133.06,133.8,233142,42.34,0.6608,130.99,0.0071,0.584,0,BUY
1995-08-10,TSLA,135.35,137.26,132.95,135.02,1951785,69.94,1.4121,131.33,0.0045,-0.699,0,BUY
1995-08-11,TCS.NS,131.72,132.28,128.72,131.28,4046730,65.65,1.0857,131.56,0.0279,-0.391,0,HOLD
1995-08-14,NVDA,135.23,137.47,134.62,134.86,4292628,14.56,2.9702,131.9,0.0428,-0.878,0,HOLD
1995-08-15,AAPL,135.14,136.07,134.64,134.94,1421510,69.4,3.797,132.1,0.0129,0.417,0,BUY
1995-08-16,TSLA,134.83,135.85,134.02,135.07,4804023,62.39,0.3753,132.41,0.0071,0.742,0,BUY
1995-08-17,NVDA,134.13,134.47,133.25,133.89,3963148,54.18,-4.7684,132.41,0.0224,0.248,0,HOLD
1995-08-18,TSLA,135.21,136.91,134.22,134.3,3111392,30.36,-1.4982,132.78,0.0308,1.0,0,HOLD
1995-08-21,INFY.NS,130.9,132.77,130.14,131.04,2417209,46.39,-1.2864,132.94,0.0292,-0.7,0,SELL
1995-08-22,TCS.NS,126.99,129.86,126.98,127.89,2193388,48.09,1.0299,132.67,0.0364,0.014,0,HOLD
1995-08-23,NVDA,132.91,134.59,132.42,133.88,1137282,48.42,1.3822,132.88,0.0115,-1.0,1,HOLD
1995-08-24,RELIANCE.NS,131.56,132.43,130.52,131.19,2132617,68.85,1.0958,132.73,0.0005,-0.991,0,HOLD
1995-08-25,NVDA,134.07,135.87,133.76,133.89,3318283,82.19,2.3868,132.84,0.0294,-1.0,0,BUY
1995-08-28,AAPL,131.2,132.24,130.79,131.76,799948,57.1,-2.9732,132.8,0.0256,-0.052,0,SELL
1995-08-29,TCS.NS,131.97,132.57,131.49,132.39,2007655,50.77,-1.7117,133.03,0.0515,0.491,0,SELL
1995-08-30,AAPL,135.12,135.98,135.02,135.05,1927394,52.07,-0.1391,133.22,0.0426,1.0,0,BUY
1995-08-31,NVDA,130.29,132.03,130.21,131.85,4051908,78.59,-0.2138,133.21,0.0183,-0.888,0,HOLD
1995-09-01,AAPL,131.65,133.11,131.0,131.71,101853,47.19,-0.3951,133.01,0.0346,0.269,0,SELL
1995-09-04,INFY.NS,132.39,134.16,130.5,131.2,4937323,56.15,0.1521,132.86,0.0366,-1.0,0,SELL
1995-09-05,TSLA,130.42,133.37,129.64,131.04,4374405,49.55,0.3808,132.8,0.017,-0.536,0,HOLD
1995-09-06,TSLA,130.02,131.94,128.36,131.48,738912,70.89,-4.0034,132.69,0.0464,0.69,0,HOLD
1995-09-07,INFY.NS,136.44,137.25,135.38,136.21,2175527,58.96,-1.8125,132.75,0.0067,-1.0,0,HOLD
1995-09-08,AAPL,130.44,131.32,130.27,130.28,567943,67.06,-0.7652,132.7,0.0143,-1.0,0,SELL
1995-09-11,TSLA,132.76,135.19,131.31,132.12,4110954,40.0,1.6924,132.56,0.0716,-1.0,0,HOLD
1995-09-12,INFY.NS,128.87,129.86,127.71,128.02,4042944,76.35,0.6624,132.21,0.0185,0.508,0,BUY
1995-09-13,TCS.NS,129.59,131.59,129.07,129.76,4770757,29.99,2.8003,131.95,0.0196,-0.311,0,HOLD
1995-09-14,RELIANCE.NS,128.76,131.05,128.44,129.89,2932852,16.48,3.0311,131.75,0.0143,0.924,0,HOLD
1995-09-15,NVDA,130.26,130.53,128.21,129.95,4071336,66.93,-2.2373,131.53,0.0295,0.475,0,SELL
1995-09-18,AAPL,130.24,132.98,129.75,131.75,4294492,54.8,1.538,131.57,0.0111,-0.418,0,BUY
1995-09-19,NVDA,131.81,131.97,129.92,131.34,2453602,65.27,-3.1111,131.74,0.0197,-0.957,0,SELL
1995-09-20,AAPL,132.98,133.37,130.99,132.55,3860267,42.19,-0.3671,131.67,0.0068,-0.107,1,SELL
1995-09-21,TSLA,137.65,138.02,135.26,135.46,2072759,37.42,-0.4413,131.89,0.0021,-0.877,0,HOLD
1995-09-22,INFY.NS,129.77,131.28,129.41,130.78,2015683,55.41,2.7975,131.73,0.0212,0.767,0,BUY
1995-09-25,RELIANCE.NS,126.63,129.49,125.64,128.05,4748843,57.53,-1.3111,131.54,0.0019,-0.718,0,SELL
1995-09-26,RELIANCE.NS,133.29,135.37,133.24,134.48,3752201,34.02,1.3674,131.65,0.0263,-0.086,0,HOLD
1995-09-27,RELIANCE.NS,128.5,129.7,127.79,129.25,3814853,53.36,0.7374,131.36,0.0114,-0.613,0,HOLD
1995-09-28,TSLA,127.41,130.05,126.24,128.74,3454052,39.05,-3.2625,131.2,0.0464,-1.0,0,SELL
1995-09-29,TCS.NS,133.92,134.38,132.61,133.22,746788,56.78,-1.5474,131.28,0.0263,-0.235,0,HOLD
1995-10-02,RELIANCE.NS,131.1,132.21,129.5,130.63,4479941,28.59,-0.4547,131.25,0.0282,0.625,0,SELL
1995-10-03,TCS.NS,130.19,130.71,127.93,128.61,4550936,61.38,-0.1558,131.13,0.0442,-0.616,0,SELL
1995-10-04,INFY.NS,127.66,128.71,127.46,127.83,3767577,40.27,-2.8009,130.95,0.0111,0.842,0,SELL
1995-10-05,TSLA,133.66,134.06,132.54,132.66,3132331,16.5,-0.6456,130.77,0.0126,0.215,0,HOLD
1995-10-06,TSLA,129.73,131.04,129.11,130.0,2234686,56.34,0.1595,130.75,0.0097,1.0,0,HOLD
1995-10-09,TCS.NS,129.44,130.49,128.09,128.92,1756958,3.72,1.0984,130.59,0.0168,-0.137,0,SELL
1995-10-10,TCS.NS,130.19,132.16,128.47,130.62,4096780,38.3,0.0615,130.72,0.0212,1.0,0,HOLD
1995-10-11,TSLA,127.48,129.45,127.3,127.97,4483090,44.11,-2.1255,130.63,0.0219,-0.493,0,SELL
1995-10-12,INFY.NS,128.25,130.82,127.05,130.46,833877,68.82,-2.1871,130.66,0.0417,0.203,0,SELL
1995-10-13,AAPL,131.78,132.76,131.1,131.12,521005,44.59,0.9916,130.72,0.0029,-0.616,0,HOLD
1995-10-16,AAPL,129.76,131.16,129.03,129.8,3249289,42.15,1.5664,130.62,0.0172,0.454,0,HOLD
1995-10-17,NVDA,132.13,132.67,129.9,131.53,2738130,67.93,-2.5976,130.63,0.0154,-0.527,0,HOLD
1995-10-18,RELIANCE.NS,130.97,133.54,130.61,133.21,4683074,54.16,-1.5976,130.67,0.0314,0.445,0,HOLD
1995-10-19,TCS.NS,135.05,135.36,133.63,133.67,3940005,53.67,0.3874,130.58,0.0433,0.0,0,BUY
1995-10-20,RELIANCE.NS,136.37,137.12,134.91,135.77,3957707,63.22,0.768,130.83,0.0309,-1.0,0,BUY
1995-10-23,RELIANCE.NS,134.35,135.13,132.82,134.69,623648,8.97,-1.1399,131.16,0.0245,0.733,0,SELL
1995-10-24,AAPL,133.59,134.24,132.81,132.83,1075273,51.63,-1.0297,131.08,0.0143,1.0,0,HOLD
1995-10-25,TCS.NS,135.5,136.3,134.3,134.52,1062504,62.14,1.1906,131.34,0.0391,-0.328,0,BUY
1995-10-26,INFY.NS,135.55,136.32,133.93,135.91,2515785,59.48,0.4792,131.7,0.0343,1.0,0,BUY
1995-10-27,TCS.NS,132.06,133.08,131.14,132.08,3722208,64.5,3.0868,131.64,0.0312,0.022,0,BUY
1995-10-30,NVDA,132.31,133.66,131.4,132.35,3022443,46.48,-1.6705,131.73,0.0394,0.069,0,HOLD
1995-10-31,AAPL,131.53,131.99,129.4,130.6,3048952,49.4,-0.3348,131.83,0.0662,-1.0,0,SELL
1995-11-01,AAPL,132.15,134.28,132.0,132.64,687674,52.95,-4.2335,132.07,0.0334,-0.475,0,HOLD
1995-11-02,TSLA,129.08,131.41,128.64,130.84,1456839,50.82,-2.3471,131.98,0.0446,1.0,0,SELL
1995-11-03,RELIANCE.NS,133.99,134.76,133.56,134.62,3012069,34.38,1.9911,132.21,0.0201,-1.0,0,HOLD
1995-11-06,RELIANCE.NS,132.95,135.35,131.7,132.14,2785045,29.4,-1.7908,132.37,0.0102,-0.482,0,SELL
1995-11-07,INFY.NS,131.51,134.42,130.59,132.64,3902653,25.5,-1.3045,132.47,0.0053,1.0,0,HOLD
1995-11-08,TSLA,133.94,134.75,133.38,133.53,3783148,65.9,3.0423,132.75,0.0206,-1.0,0,BUY
1995-11-09,TCS.NS,133.36,134.86,132.34,132.72,717249,69.57,-1.4467,132.86,0.0167,1.0,0,HOLD
1995-11-10,TCS.NS,132.1,132.85,130.98,131.73,139774,36.95,3.775,132.89,0.0466,0.893,0,HOLD
1995-11-13,TSLA,133.75,134.15,133.47,133.75,3668026,35.38,1.0574,133.09,0.0215,-0.3,1,HOLD
1995-11-14,TCS.NS,134.66,134.96,133.38,134.02,1663633,37.76,-4.0048,133.21,0.0012,-0.435,0,SELL
1995-11-15,TSLA,138.32,138.59,136.23,138.1,3139660,64.78,-1.698,133.46,0.0642,0.618,0,HOLD
1995-11-16,TCS.NS,136.03,137.78,135.31,135.39,2055549,33.44,1.5801,133.54,0.0075,1.0,0,BUY
1995-11-17,TSLA,133.6,134.31,131.88,134.05,3413250,38.99,-0.7791,133.46,0.022,1.0,0,HOLD
1995-11-20,RELIANCE.NS,136.67,136.78,135.62,136.76,3164989,50.46,-2.8747,133.56,0.0462,0.944,0,HOLD
1995-11-21,TSLA,139.92,141.17,136.33,137.61,3185436,31.72,2.1407,133.8,0.0536,-1.0,0,HOLD
1995-11-22,RELIANCE.NS,139.45,139.54,135.51,136.96,3715423,49.95,-1.979,133.92,0.0229,0.725,0,HOLD
1995-11-23,TSLA,134.43,134.92,132.55,133.79,4673397,47.64,2.3502,133.81,0.0591,0.812,0,HOLD
1995-11-24,INFY.NS,134.1,135.26,133.83,134.86,2432096,49.03,1.0555,133.95,0.0029,0.567,0,BUY
1995-11-27,RELIANCE.NS,138.68,138.84,137.54,137.99,2862612,33.36,-2.575,134.24,0.0217,1.0,0,HOLD
1995-11-28,NVDA,130.69,132.13,130.57,130.72,3686423,51.35,-0.8445,134.24,0.0679,1.0,0,HOLD
1995-11-29,AAPL,134.74,135.16,133.53,134.07,3816065,50.04,2.8118,134.31,0.0055,0.448,0,HOLD
1995-11-30,RELIANCE.NS,133.96,136.06,133.15,134.56,3390343,64.9,-2.5841,134.5,0.0156,-0.475,0,HOLD
1995-12-01,TSLA,132.5,133.69,132.17,133.06,2461756,55.49,3.7708,134.42,0.0384,-0.389,0,HOLD
1995-12-04,AAPL,135.62,136.31,135.0,135.29,3050192,78.47,0.7091,134.58,0.0412,-0.226,0,BUY
1995-12-05,INFY.NS,131.66,132.52,131.53,132.37,1227820,49.73,-2.7707,134.57,0.0128,-0.242,0,SELL
1995-12-06,INFY.NS,136.78,137.39,134.31,136.19,1855644,50.84,0.307,134.7,0.0115,0.477,0,BUY
1995-12-07,AAPL,129.21,130.17,127.84,129.43,193024,36.41,0.8949,134.54,0.0069,-1.0,0,SELL
1995-12-08,TSLA,132.66,133.59,130.66,131.77,1360932,38.3,-2.8374,134.54,0.0293,-0.569,0,SELL
1995-12-11,TCS.NS,131.67,132.34,130.78,131.85,3193748,37.9,0.1453,134.44,0.0012,-0.458,0,SELL
1995-12-12,NVDA,130.51,130.73,127.71,128.51,1784639,17.68,-0.0997,134.17,0.0542,0.129,0,SELL
1995-12-13,TSLA,128.48,129.13,126.64,128.98,562917,54.42,2.7388,133.71,0.014,0.133,0,HOLD
1995-12-14,NVDA,133.42,134.21,133.3,133.95,3922413,72.13,0.8753,133.64,0.0152,0.076,0,BUY
1995-12-15,RELIANCE.NS,130.35,131.43,128.46,129.57,720912,45.68,1.504,133.41,0.0372,0.784,0,HOLD
1995-12-18,AAPL,132.33,132.65,131.23,132.27,2740134,37.94,-2.2637,133.19,0.0285,0.041,0,SELL
1995-12-19,NVDA,131.18,132.28,130.5,131.46,4940559,41.05,-1.6527,132.88,0.0091,0.278,0,SELL
1995-12-20,TSLA,133.54,134.61,130.76,131.39,2048832,70.65,1.9705,132.6,0.0122,-0.296,0,HOLD
1995-12-21,RELIANCE.NS,137.94,140.05,136.97,137.24,315154,73.64,-0.7748,132.78,0.0041,-1.0,0,HOLD
1995-12-22,RELIANCE.NS,134.27,136.18,132.39,133.15,600109,21.47,2.545,132.69,0.051,-0.835,0,HOLD
1995-12-25,NVDA,131.53,133.33,130.32,132.88,4381885,28.69,0.2174,132.44,0.0066,-0.231,0,HOLD
1995-12-26,TSLA,136.82,139.06,135.57,137.69,3757638,55.79,0.7018,132.78,0.0414,1.0,0,BUY
1995-12-27,NVDA,137.1,138.14,136.0,136.45,1870411,73.0,2.1308,132.9,0.0397,1.0,0,BUY
1995-12-28,TSLA,136.96,137.58,135.53,135.89,382622,37.33,-1.2778,132.97,0.0442,-0.872,0,SELL
1995-12-29,RELIANCE.NS,133.15,133.18,132.53,133.06,2957737,71.45,0.8037,132.97,0.0103,-0.434,0,BUY
1996-01-01,AAPL,133.8,135.43,132.44,132.75,1355895,48.34,-0.4695,132.84,0.0414,-0.183,1,SELL
1996-01-02,NVDA,136.16,137.41,134.88,135.53,4782474,44.5,-2.3222,133.0,0.0171,0.746,0,HOLD
1996-01-03,AAPL,131.95,132.8,130.69,131.07,2388716,46.04,0.0234,132.74,0.0107,0.14,0,HOLD
1996-01-04,RELIANCE.NS,131.26,133.74,129.15,131.94,3413134,23.42,4.9712,132.87,0.0105,-1.0,0,SELL
1996-01-05,TCS.NS,131.05,132.77,130.7,131.39,4426397,71.31,-2.2729,132.85,0.0191,-1.0,0,SELL
1996-01-08,TCS.NS,130.89,131.19,130.52,130.76,4228291,34.8,1.6958,132.8,0.0037,-0.811,1,SELL
1996-01-09,INFY.NS,128.13,129.48,127.72,128.55,3888274,22.84,3.1849,132.8,0.0112,-0.917,0,SELL
1996-01-10,TSLA,134.65,136.49,134.13,135.55,3162931,59.65,0.7512,133.13,0.0689,1.0,0,BUY
1996-01-11,TSLA,131.9,133.11,130.54,131.3,4502776,49.71,2.3586,132.99,0.0081,0.02,0,HOLD
1996-01-12,TCS.NS,130.13,132.7,129.84,131.47,3239753,80.01,2.1253,133.09,0.01,-0.276,0,BUY
1996-01-15,TSLA,129.92,131.55,129.84,130.79,3098534,32.1,0.4622,133.02,0.0148,1.0,0,HOLD
1996-01-16,INFY.NS,129.94,131.57,129.2,129.39,2169149,50.6,-3.7053,132.91,0.0013,0.413,0,SELL
1996-01-17,RELIANCE.NS,131.33,132.34,129.94,131.06,2369626,77.91,0.3142,132.9,0.0463,-1.0,0,HOLD
1996-01-18,INFY.NS,133.44,133.95,130.87,132.27,914700,30.61,2.3481,132.65,0.0152,-0.87,0,HOLD
1996-01-19,NVDA,130.27,132.02,128.54,129.68,3547154,50.51,-0.2703,132.47,0.0315,-1.0,0,SELL
1996-01-22,TSLA,130.58,132.05,130.18,131.37,1252162,40.02,0.9345,132.4,0.056,0.72,0,HOLD
1996-01-23,AAPL,128.55,129.41,127.29,127.82,310943,56.69,2.2908,131.91,0.0502,0.757,0,BUY
1996-01-24,AAPL,128.35,130.18,126.88,129.07,3513866,43.62,0.9114,131.54,0.0441,0.934,0,HOLD
1996-01-25,NVDA,130.75,131.17,130.22,130.43,374725,60.05,-2.0893,131.26,0.0194,0.146,0,SELL
1996-01-26,NVDA,129.93,130.55,128.49,129.49,3679021,43.89,-1.6268,131.08,0.0069,0.81,0,SELL
1996-01-29,TSLA,127.54,130.02,126.56,129.39,1003597,20.92,-1.9002,130.92,0.0356,-0.223,0,SELL
1996-01-30,AAPL,126.73,128.5,125.96,128.12,1820792,23.44,1.4564,130.55,0.0138,1.0,0,HOLD
1996-01-31,TCS.NS,132.66,133.39,131.45,131.82,4176184,40.3,1.9465,130.58,0.0044,0.382,0,BUY
1996-02-01,RELIANCE.NS,131.69,132.5,131.17,131.98,2799376,48.79,-0.5326,130.59,0.0072,-0.253,0,HOLD
1996-02-02,RELIANCE.NS,131.96,133.31,130.29,130.57,3293599,68.93,1.3649,130.54,0.0117,0.456,0,BUY
1996-02-05,AAPL,133.25,134.18,131.82,132.26,2552694,48.87,-1.9672,130.62,0.0224,-1.0,0,SELL
1996-02-06,AAPL,131.28,131.48,129.19,130.02,1735566,51.79,0.273,130.69,0.012,0.604,1,HOLD
1996-02-07,RELIANCE.NS,128.42,129.49,126.64,127.39,3449280,28.06,2.6495,130.29,0.026,-0.666,0,HOLD
1996-02-08,TSLA,130.6,131.97,129.09,129.12,4734196,34.5,-0.5833,130.18,0.0151,-0.593,0,SELL
1996-02-09,RELIANCE.NS,128.17,129.43,127.06,128.29,1026030,25.92,2.7721,130.02,0.051,-0.253,0,HOLD
1996-02-12,INFY.NS,127.84,128.29,126.32,127.05,2287221,15.93,-0.209,129.83,0.0099,-0.243,0,SELL
1996-02-13,INFY.NS,131.81,135.19,131.56,132.51,1156239,59.12,1.0185,129.99,0.0048,-0.314,0,BUY
1996-02-14,TSLA,122.83,124.6,122.23,124.31,302807,63.76,-1.7623,129.65,0.0227,0.364,0,SELL
1996-02-15,TSLA,126.38,129.6,125.03,128.41,3526580,82.53,-0.0453,129.46,0.0286,-0.598,0,HOLD
1996-02-16,AAPL,130.22,131.1,129.7,130.97,1423032,49.55,0.932,129.52,0.0409,1.0,0,BUY
1996-02-19,TCS.NS,128.46,129.64,126.82,128.36,1613390,31.78,-0.5714,129.37,0.0171,0.163,0,SELL
1996-02-20,NVDA,130.72,132.25,129.98,130.8,3884877,63.21,-0.5788,129.52,0.0177,-1.0,0,HOLD
1996-02-21,TSLA,128.94,129.62,128.14,128.75,2145368,52.38,-0.3115,129.5,0.0015,0.35,0,HOLD
1996-02-22,AAPL,130.36,131.08,129.15,130.99,2773784,51.58,-0.2574,129.53,0.0298,0.53,0,HOLD
1996-02-23,TSLA,125.19,126.13,123.74,125.43,1378858,54.12,-1.5207,129.33,0.0242,-0.001,1,SELL
1996-02-26,INFY.NS,128.8,128.94,127.47,128.55,4588457,58.6,3.449,129.29,0.0415,-1.0,0,HOLD
1996-02-27,INFY.NS,126.92,127.61,125.21,126.01,2182279,52.15,2.2657,129.18,0.0129,-0.319,0,HOLD
1996-02-28,INFY.NS,126.89,129.21,125.63,128.02,1227643,62.34,-3.79,128.99,0.0859,0.351,0,SELL
1996-02-29,RELIANCE.NS,126.3,126.77,125.34,126.15,224671,44.87,-1.6289,128.7,0.0148,0.869,0,SELL
1996-03-01,NVDA,128.42,131.38,126.37,130.64,3330351,68.35,1.5219,128.7,0.0285,0.704,0,BUY
1996-03-04,AAPL,126.93,127.44,125.38,126.2,910290,13.14,-1.3703,128.4,0.0241,-1.0,0,SELL
1996-03-05,AAPL,127.5,128.09,127.26,127.54,1034184,49.41,-3.3353,128.27,0.0255,1.0,0,SELL
1996-03-06,INFY.NS,122.73,123.95,120.58,123.93,2433774,83.2,-1.3827,128.1,0.0356,-1.0,0,SELL
1996-03-07,NVDA,122.12,122.83,121.99,122.43,2130555,59.86,-2.5359,127.77,0.0544,-0.332,0,SELL
1996-03-08,TSLA,122.7,123.73,122.61,123.56,1195566,68.26,3.0027,127.53,0.0013,1.0,0,BUY
1996-03-11,RELIANCE.NS,126.12,126.36,125.59,125.87,2477980,46.19,7.38,127.47,0.0165,-0.207,0,HOLD
1996-03-12,RELIANCE.NS,125.73,126.05,123.61,125.53,4998698,36.61,-4.2387,127.12,0.0049,0.681,0,SELL
1996-03-13,INFY.NS,124.52,126.39,123.06,124.93,1087215,75.15,2.13,127.15,0.0496,1.0,0,BUY
1996-03-14,AAPL,123.76,124.74,122.11,123.68,1925891,65.17,-0.2533,126.92,0.0466,-0.316,0,HOLD
1996-03-15,INFY.NS,122.28,123.43,120.99,122.68,1710591,44.79,1.2161,126.5,0.0166,0.769,0,HOLD
1996-03-18,NVDA,123.21,123.77,121.55,123.52,3359320,34.9,-3.9344,126.26,0.0047,-1.0,0,SELL
1996-03-19,NVDA,128.95,129.01,127.69,127.85,1814247,28.29,3.2836,126.11,0.0006,-0.558,0,HOLD
1996-03-20,RELIANCE.NS,126.96,127.22,124.67,126.55,1756987,59.75,1.902,126.0,0.0114,0.143,0,BUY
1996-03-21,INFY.NS,126.81,127.2,123.45,125.42,4316732,53.94,-0.2649,125.72,0.0515,-0.298,0,SELL
